Input.wordnet_id,Input.class_index,Input.feature_index,Input.feature_rank,Answer.main
n04328186,826,1511,5,0
n04330267,827,934,4,0
n04330267,827,988,5,1
n04330267,827,1217,2,0
n04330267,827,1369,1,0
n04330267,827,1976,3,0
n04332243,828,650,5,0
n04332243,828,694,1,0
n04332243,828,835,3,0
n04332243,828,1167,2,0
n04332243,828,2015,4,0
n04335435,829,56,3,1
n04335435,829,392,2,0
n04335435,829,585,1,0
n04335435,829,597,5,0
n04335435,829,1877,4,0
n04336792,830,386,2,0
n04336792,830,400,5,0
n04336792,830,403,3,0
n04336792,830,1258,1,0
n04336792,830,1325,4,0
n04344873,831,1099,2,0
n04344873,831,1131,3,1
n04344873,831,1562,1,0
n04344873,831,1612,4,0
n04344873,831,1963,5,0
n04346328,832,36,5,1
n04346328,832,208,2,0
n04346328,832,1502,1,0
n04346328,832,1548,3,0
n04346328,832,1554,4,0
n04347754,833,145,2,0
n04347754,833,607,5,1
n04347754,833,1536,3,0
n04347754,833,1752,4,0
n04347754,833,2006,1,0
n04350905,834,250,1,1
n04350905,834,1108,5,0
n04350905,834,1125,3,1
n04350905,834,1242,2,1
n04350905,834,1266,4,0
n04355338,835,953,2,0
n04355338,835,1079,4,0
n04355338,835,1446,5,0
n04355338,835,1559,3,0
n04355338,835,1703,1,0
n04355933,836,108,3,1
n04355933,836,312,5,0
n04355933,836,537,4,1
n04355933,836,824,1,0
n04355933,836,1651,2,0
n04356056,837,108,3,1
n04356056,837,333,5,1
n04356056,837,425,4,1
n04356056,837,824,1,1
n04356056,837,1651,2,1
n04357314,838,365,1,0
n04357314,838,375,3,0
n04357314,838,756,5,0
n04357314,838,766,2,0
n04357314,838,1350,4,0
n04366367,839,199,4,0
n04366367,839,212,3,1
n04366367,839,831,1,0
n04366367,839,1140,5,0
n04366367,839,1256,2,0
n04367480,840,388,3,1
n04367480,840,507,2,0
n04367480,840,851,5,0
n04367480,840,1143,4,0
n04367480,840,1177,1,0
n04370456,841,16,4,0
n04370456,841,324,5,0
n04370456,841,425,3,0
n04370456,841,1540,1,0
n04370456,841,1593,2,0
n04371430,842,121,4,1
n04371430,842,1308,2,1
n04371430,842,1340,1,1
n04371430,842,1537,3,0
n04371430,842,2013,5,0
n04371774,843,992,1,0
n04371774,843,1434,3,0
n04371774,843,1472,4,1
n04371774,843,1660,5,1
n04371774,843,1692,2,1
n04372370,844,381,3,0
n04372370,844,605,5,0
n04372370,844,765,1,0
n04372370,844,1369,4,0
n04372370,844,1685,2,0
n04376876,845,750,3,0
n04376876,845,768,4,0
n04376876,845,1062,5,0
n04376876,845,1928,2,0
n04376876,845,1966,1,0
n04380533,846,154,3,0
n04380533,846,356,5,0
n04380533,846,1520,4,0
n04380533,846,1740,1,0
n04380533,846,1944,2,0
n04389033,847,642,5,0
n04389033,847,1008,3,0
n04389033,847,1106,1,0
n04389033,847,1530,2,0
n04389033,847,1798,4,0
n04392985,848,630,3,0
n04392985,848,773,2,0
n04392985,848,1151,1,0
n04392985,848,1320,4,0
n04392985,848,1983,5,0
n04398044,849,277,5,0
n04398044,849,471,1,0
n04398044,849,959,3,0
n04398044,849,1378,2,0
n04398044,849,1837,4,0
n04399382,850,218,1,0
n04399382,850,663,2,0
n04399382,850,1303,3,0
n04399382,850,1437,4,0
n04399382,850,1985,5,0
n04404412,851,253,1,0
n04404412,851,327,4,0
n04404412,851,489,5,0
n04404412,851,1151,2,0
n04404412,851,1832,3,0
n04409515,852,352,2,0
n04409515,852,788,4,0
n04409515,852,1015,5,0
n04409515,852,1397,3,0
n04409515,852,1582,1,0
n04417672,853,466,5,1
n04417672,853,611,1,0
n04417672,853,632,2,0
n04417672,853,809,3,0
n04417672,853,1742,4,0
n04418357,854,1063,4,0
n04418357,854,1220,2,0
n04418357,854,1349,5,0
n04418357,854,1444,1,0
n04418357,854,1585,3,0
n04423845,855,174,5,0
n04423845,855,281,1,0
n04423845,855,1019,3,0
n04423845,855,1020,2,0
n04423845,855,1662,4,0
n04428191,856,32,3,0
n04428191,856,330,1,0
n04428191,856,642,4,1
n04428191,856,1208,2,0
n04428191,856,1521,5,0
n04429376,857,496,3,0
n04429376,857,795,2,0
n04429376,857,1394,1,0
n04429376,857,1402,4,0
n04429376,857,1548,5,0
n04435653,858,533,5,0
n04435653,858,1149,2,0
n04435653,858,1243,4,0
n04435653,858,1244,1,0
n04435653,858,1974,3,0
n04442312,859,124,4,0
n04442312,859,1013,5,0
n04442312,859,1335,3,0
n04442312,859,1389,1,0
n04442312,859,1751,2,0
n04443257,860,466,5,0
n04443257,860,1046,4,0
n04443257,860,1056,3,0
n04443257,860,1644,2,0
n04443257,860,1990,1,0
n04447861,861,434,3,0
n04447861,861,970,4,0
n04447861,861,1290,2,0
n04447861,861,1555,5,0
n04447861,861,1934,1,0
n04456115,862,755,5,1
n04456115,862,1135,1,1
n04456115,862,1642,4,0
n04456115,862,1853,2,1
n04456115,862,1986,3,1
n04458633,863,137,4,0
n04458633,863,213,5,0
n04458633,863,672,3,0
n04458633,863,1202,1,0
n04458633,863,1445,2,0
n04461696,864,691,2,0
n04461696,864,1067,1,0
n04461696,864,1210,3,0
n04461696,864,1211,4,0
n04461696,864,1623,5,0
n04462240,865,1056,2,0
n04462240,865,1098,5,0
n04462240,865,1644,1,0
n04462240,865,1771,3,0
n04462240,865,1990,4,0
n04465501,866,157,5,0
n04465501,866,330,3,0
n04465501,866,503,4,0
n04465501,866,1067,1,0
n04465501,866,1208,2,0
n04467665,867,1134,5,0
n04467665,867,1135,2,0
n04467665,867,1210,4,0
n04467665,867,1211,1,0
n04467665,867,1656,3,1
n04476259,868,1013,5,0
n04476259,868,1369,3,0
n04476259,868,1370,4,0
n04476259,868,1443,2,0
n04476259,868,1929,1,0
n04479046,869,16,4,0
n04479046,869,425,1,0
n04479046,869,664,3,0
n04479046,869,1540,2,0
n04479046,869,1553,5,0
n04482393,870,62,2,0
n04482393,870,348,1,0
n04482393,870,503,4,0
n04482393,870,757,5,0
n04482393,870,1472,3,1
n04483307,871,89,1,0
n04483307,871,305,2,0
n04483307,871,1346,4,0
n04483307,871,1536,3,0
n04483307,871,1779,5,0
n04485082,872,1044,4,0
n04485082,872,1178,3,0
n04485082,872,1254,2,0
n04485082,872,1338,5,0
n04485082,872,1971,1,0
n04486054,873,22,1,0
n04486054,873,208,3,0
n04486054,873,496,5,0
n04486054,873,1070,2,0
n04486054,873,1173,4,1
n04487081,874,392,2,0
n04487081,874,585,1,0
n04487081,874,1134,5,0
n04487081,874,1485,4,1
n04487081,874,1877,3,0
n04487394,875,302,5,0
n04487394,875,502,2,0
n04487394,875,640,1,0
n04487394,875,1361,3,0
n04487394,875,1784,4,0
n04493381,876,46,3,1
n04493381,876,419,4,0
n04493381,876,592,2,0
n04493381,876,1308,1,1
n04493381,876,1934,5,0
n04501370,877,169,1,0
n04501370,877,231,3,0
n04501370,877,386,2,0
n04501370,877,779,5,0
n04501370,877,1894,4,0
n04505470,878,325,1,0
n04505470,878,387,2,0
n04505470,878,1469,4,0
n04505470,878,1624,3,0
n04505470,878,1832,5,0
n04507155,879,477,3,0
n04507155,879,1225,1,0
n04507155,879,1275,4,0
n04507155,879,1546,5,0
n04507155,879,1791,2,0
n04509417,880,62,2,0
n04509417,880,348,1,0
n04509417,880,454,5,1
n04509417,880,1274,4,1
n04509417,880,1485,3,1
n04515003,881,427,3,0
n04515003,881,760,4,0
n04515003,881,1081,1,0
n04515003,881,1466,5,0
n04515003,881,1838,2,0
n04517823,882,486,3,0
n04517823,882,637,2,0
n04517823,882,752,5,0
n04517823,882,1291,4,1
n04517823,882,1510,1,0
n04522168,883,156,3,0
n04522168,883,355,1,0
n04522168,883,552,4,0
n04522168,883,1020,2,0
n04522168,883,1110,5,0
n04523525,884,22,3,0
n04523525,884,164,1,0
n04523525,884,208,2,0
n04523525,884,209,5,1
n04523525,884,1919,4,0
n04525038,885,168,5,0
n04525038,885,339,2,0
n04525038,885,1513,3,0
n04525038,885,1585,4,0
n04525038,885,1799,1,0
n04525305,886,669,3,0
n04525305,886,779,1,0
n04525305,886,1046,5,0
n04525305,886,1685,2,0
n04525305,886,1990,4,0
n04532106,887,16,4,0
n04532106,887,668,3,0
n04532106,887,876,2,0
n04532106,887,1150,1,0
n04532106,887,1220,5,0
n04532670,888,22,1,0
n04532670,888,199,2,0
n04532670,888,279,3,0
n04532670,888,773,5,0
n04532670,888,873,4,0
n04536866,889,262,1,0
n04536866,889,302,5,0
n04536866,889,1361,2,0
n04536866,889,1384,4,0
n04536866,889,1503,3,0
n04540053,890,352,5,1
n04540053,890,839,1,1
n04540053,890,989,4,1
n04540053,890,1730,2,1
n04540053,890,1803,3,1
n04542943,891,819,1,0
n04542943,891,1303,5,0
n04542943,891,1310,4,0
n04542943,891,1583,2,0
n04542943,891,1649,3,0
n04548280,892,418,2,0
n04548280,892,496,5,0
n04548280,892,970,3,0
n04548280,892,1353,4,0
n04548280,892,1446,1,0
n04548362,893,674,3,0
n04548362,893,749,4,0
n04548362,893,1093,5,1
n04548362,893,1185,2,0
n04548362,893,1443,1,0
n04550184,894,669,1,0
n04550184,894,779,5,0
n04550184,894,1220,4,0
n04550184,894,1347,2,0
n04550184,894,1902,3,0
n04552348,895,314,1,0
n04552348,895,961,3,1
n04552348,895,1257,5,0
n04552348,895,1481,2,0
n04552348,895,1779,4,0
n04553703,896,554,5,0
n04553703,896,592,2,0
n04553703,896,1308,3,0
n04553703,896,1456,4,0
n04553703,896,1934,1,0
n04554684,897,22,4,0
n04554684,897,105,2,0
n04554684,897,1077,5,0
n04554684,897,1648,3,0
n04554684,897,1683,1,0
n04557648,898,75,2,0
n04557648,898,283,5,0
n04557648,898,1357,1,0
n04557648,898,1741,4,0
n04557648,898,1966,3,0
n04560804,899,355,5,0
n04560804,899,471,2,1
n04560804,899,1357,3,0
n04560804,899,1378,1,1
n04560804,899,1837,4,0
n04562935,900,346,5,0
n04562935,900,480,4,0
n04562935,900,1112,2,0
n04562935,900,1207,1,0
n04562935,900,1973,3,0
n04579145,901,676,1,0
n04579145,901,1666,3,0
n04579145,901,1741,5,0
n04579145,901,1758,4,0
n04579145,901,2021,2,0
n04579432,902,403,1,0
n04579432,902,486,4,1
n04579432,902,833,3,1
n04579432,902,891,2,0
n04579432,902,1845,5,0
n04584207,903,108,3,1
n04584207,903,203,2,0
n04584207,903,333,4,0
n04584207,903,425,5,1
n04584207,903,1609,1,1
n04589890,904,201,3,0
n04589890,904,268,2,0
n04589890,904,694,1,0
n04589890,904,798,4,0
n04589890,904,2031,5,0
n04590129,905,381,4,0
n04590129,905,426,1,0
n04590129,905,1182,5,0
n04590129,905,1679,3,0
n04590129,905,2031,2,0
n04591157,906,250,1,0
n04591157,906,1108,2,0
n04591157,906,1179,5,1
n04591157,906,1242,3,0
n04591157,906,1471,4,0
n04591713,907,375,5,0
n04591713,907,738,2,0
n04591713,907,1357,3,0
n04591713,907,1741,1,0
n04591713,907,2021,4,0
n04592741,908,207,4,0
n04592741,908,548,5,1
n04592741,908,961,3,1
n04592741,908,1493,2,0
n04592741,908,1737,1,0
n04596742,909,9,4,0
n04596742,909,628,5,0
n04596742,909,650,1,0
n04596742,909,895,2,1
n04596742,909,2000,3,1
n04597913,910,107,2,0
n04597913,910,507,1,0
n04597913,910,895,3,1
n04597913,910,1680,5,0
n04597913,910,1920,4,0
n04599235,911,4,5,0
n04599235,911,627,1,0
n04599235,911,1142,4,0
n04599235,911,1228,2,0
n04599235,911,1513,3,0
n04604644,912,630,1,0
n04604644,912,811,4,0
n04604644,912,1036,2,0
n04604644,912,1050,5,1
n04604644,912,1752,3,0
n04606251,913,421,1,1
n04606251,913,491,2,1
n04606251,913,749,4,0
n04606251,913,1199,5,0
n04606251,913,1521,3,0
n04612504,914,89,1,0
n04612504,914,249,5,1
n04612504,914,305,2,0
n04612504,914,1329,3,0
n04612504,914,1536,4,0
n04613696,915,130,3,0
n04613696,915,277,4,0
n04613696,915,574,5,0
n04613696,915,1021,2,0
n04613696,915,1368,1,0
n06359193,916,18,2,0
n06359193,916,791,5,0
n06359193,916,932,1,0
n06359193,916,1423,3,0
n06359193,916,2009,4,0
n06596364,917,136,5,0
n06596364,917,311,4,0
n06596364,917,323,3,0
n06596364,917,724,1,0
n06596364,917,1878,2,0
n06785654,918,53,4,0
n06785654,918,198,2,0
n06785654,918,610,5,0
n06785654,918,1162,3,0
n06785654,918,1519,1,0
n06794110,919,672,5,0
n06794110,919,1604,3,0
n06794110,919,1673,4,0
n06794110,919,1740,2,0
n06794110,919,1890,1,0
n06874185,920,485,4,1
n06874185,920,687,1,0
n06874185,920,1026,5,1
n06874185,920,1066,3,0
n06874185,920,1575,2,0
n07248320,921,323,4,0
n07248320,921,724,2,0
n07248320,921,932,5,0
n07248320,921,1450,1,0
n07248320,921,1890,3,0
n07565083,922,18,1,0
n07565083,922,638,4,0
n07565083,922,1450,3,0
n07565083,922,1519,2,0
n07565083,922,1868,5,0
n07579787,923,43,2,1
n07579787,923,419,1,0
n07579787,923,517,4,0
n07579787,923,807,5,0
n07579787,923,2025,3,1
n07583066,924,43,1,0
n07583066,924,337,4,0
n07583066,924,488,3,0
n07583066,924,870,5,0
n07583066,924,1836,2,0
n07584110,925,43,5,0
n07584110,925,98,1,0
n07584110,925,419,4,1
n07584110,925,895,2,0
n07584110,925,1296,3,0
n07590611,926,43,4,0
n07590611,926,650,2,0
n07590611,926,895,1,0
n07590611,926,1296,3,0
n07590611,926,1632,5,0
n07613480,927,43,5,0
n07613480,927,865,2,0
n07613480,927,1539,4,0
n07613480,927,1663,1,0
n07613480,927,2029,3,0
n07614500,928,43,2,0
n07614500,928,307,5,0
n07614500,928,776,4,0
n07614500,928,807,1,0
n07614500,928,2025,3,1
n07615774,929,80,2,1
n07615774,929,108,3,1
n07615774,929,357,4,0
n07615774,929,1699,1,0
n07615774,929,1801,5,1
n07684084,930,43,3,0
n07684084,930,79,5,0
n07684084,930,1017,4,0
n07684084,930,1250,1,0
n07684084,930,1345,2,0
n07693725,931,955,4,0
n07693725,931,1033,3,0
n07693725,931,1154,5,0
n07693725,931,1250,2,0
n07693725,931,1345,1,0
n07695742,932,26,5,0
n07695742,932,79,4,0
n07695742,932,431,1,0
n07695742,932,1154,3,0
n07695742,932,1345,2,0
n07697313,933,43,2,0
n07697313,933,423,5,0
n07697313,933,1138,1,0
n07697313,933,1195,3,0
n07697313,933,2030,4,0
n07697537,934,43,1,0
n07697537,934,79,2,0
n07697537,934,307,3,0
n07697537,934,1316,5,0
n07697537,934,1345,4,0
n07711569,935,43,2,0
n07711569,935,135,4,0
n07711569,935,776,1,0
n07711569,935,807,5,0
n07711569,935,1917,3,0
n07714571,936,645,4,0
n07714571,936,924,1,0
n07714571,936,1603,2,0
n07714571,936,1686,5,0
n07714571,936,1908,3,0
n07714990,937,43,2,0
n07714990,937,337,1,0
n07714990,937,895,4,0
n07714990,937,924,3,0
n07714990,937,1748,5,0
n07715103,938,43,3,0
n07715103,938,135,4,0
n07715103,938,924,1,0
n07715103,938,1908,5,0
n07715103,938,1985,2,0
n07716358,939,1158,1,0
n07716358,939,1488,4,0
n07716358,939,1574,3,0
n07716358,939,1580,5,0
n07716358,939,1603,2,0
n07716906,940,555,5,0
n07716906,940,1345,3,0
n07716906,940,1547,4,0
n07716906,940,1578,2,0
n07716906,940,1979,1,0
n07717410,941,1322,4,0
n07717410,941,1345,3,0
n07717410,941,1547,1,0
n07717410,941,1578,5,0
n07717410,941,1603,2,0
n07717556,942,232,2,0
n07717556,942,316,4,0
n07717556,942,555,1,0
n07717556,942,1870,3,0
n07717556,942,1905,5,0
n07718472,943,924,3,0
n07718472,943,1158,5,0
n07718472,943,1345,1,0
n07718472,943,1574,4,0
n07718472,943,1580,2,0
n07718747,944,924,5,0
n07718747,944,1097,1,0
n07718747,944,1700,3,0
n07718747,944,1786,2,0
n07718747,944,2037,4,0
n07720875,945,68,1,0
n07720875,945,384,5,0
n07720875,945,1345,3,0
n07720875,945,1457,2,0
n07720875,945,1574,4,0
n07730033,946,226,3,0
n07730033,946,298,4,0
n07730033,946,999,5,0
n07730033,946,1097,1,0
n07730033,946,1799,2,0
n07734744,947,115,3,0
n07734744,947,894,5,0
n07734744,947,1475,4,1
n07734744,947,1944,2,0
n07734744,947,2030,1,0
n07742313,948,68,4,0
n07742313,948,788,2,0
n07742313,948,1345,3,0
n07742313,948,1397,5,0
n07742313,948,1582,1,0
n07745940,949,110,1,0
n07745940,949,619,2,0
n07745940,949,693,3,0
n07745940,949,1090,4,0
n07745940,949,1345,5,0
n07747607,950,68,3,0
n07747607,950,316,1,0
n07747607,950,555,5,0
n07747607,950,1345,2,0
n07747607,950,1870,4,0
n07749582,951,68,1,1
n07749582,951,1345,2,1
n07749582,951,1397,4,0
n07749582,951,1574,5,0
n07749582,951,1979,3,0
n07753113,952,1294,5,0
n07753113,952,1345,3,0
n07753113,952,1547,2,0
n07753113,952,1603,4,0
n07753113,952,1787,1,0
n07753275,953,96,5,1
n07753275,953,139,2,0
n07753275,953,1090,3,0
n07753275,953,1097,1,0
n07753275,953,1345,4,0
n07753592,954,68,1,1
n07753592,954,1158,3,0
n07753592,954,1345,2,0
n07753592,954,1578,4,0
n07753592,954,1648,5,0
n07754684,955,372,5,0
n07754684,955,694,4,0
n07754684,955,1090,3,0
n07754684,955,1491,1,0
n07754684,955,1582,2,0
n07760859,956,1090,1,0
n07760859,956,1267,4,0
n07760859,956,1345,3,0
n07760859,956,1507,5,0
n07760859,956,1786,2,0
n07768694,957,68,3,0
n07768694,957,110,1,0
n07768694,957,510,5,0
n07768694,957,693,2,0
n07768694,957,1787,4,0
n07802026,958,78,5,0
n07802026,958,157,2,0
n07802026,958,582,3,0
n07802026,958,1490,1,0
n07802026,958,1691,4,0
n07831146,959,43,1,0
n07831146,959,895,2,0
n07831146,959,1547,4,0
n07831146,959,1914,5,0
n07831146,959,1917,3,0
n07836838,960,43,5,0
n07836838,960,274,4,0
n07836838,960,419,3,1
n07836838,960,453,2,0
n07836838,960,807,1,0
n07860988,961,232,5,0
n07860988,961,604,4,0
n07860988,961,776,1,0
n07860988,961,1250,2,0
n07860988,961,1301,3,0
n07871810,962,43,1,0
n07871810,962,74,4,0
n07871810,962,807,3,0
n07871810,962,826,2,0
n07871810,962,2025,5,1
n07873807,963,43,1,0
n07873807,963,539,3,0
n07873807,963,606,5,0
n07873807,963,1345,4,0
n07873807,963,1547,2,0
n07875152,964,43,1,0
n07875152,964,895,5,0
n07875152,964,1250,2,0
n07875152,964,1345,3,0
n07875152,964,1547,4,0
n07880968,965,43,1,0
n07880968,965,307,5,0
n07880968,965,345,3,0
n07880968,965,810,4,0
n07880968,965,1250,2,0
n07892512,966,181,5,0
n07892512,966,618,4,0
n07892512,966,1232,3,1
n07892512,966,1357,2,0
n07892512,966,1741,1,0
n07920052,967,79,4,0
n07920052,967,98,1,0
n07920052,967,419,2,1
n07920052,967,1494,3,0
n07920052,967,1837,5,1
n07930864,968,98,1,0
n07930864,968,156,3,0
n07930864,968,633,5,0
n07930864,968,1020,4,0
n07930864,968,1837,2,1
n07932039,969,604,3,0
n07932039,969,776,1,0
n07932039,969,1105,5,0
n07932039,969,1357,4,1
n07932039,969,1663,2,0
n09193705,970,101,4,1
n09193705,970,389,2,0
n09193705,970,417,5,0
n09193705,970,1239,3,0
n09193705,970,1545,1,0
n09229709,971,1025,4,0
n09229709,971,1357,5,0
n09229709,971,1551,1,0
n09229709,971,1806,3,0
n09229709,971,1881,2,0
n09246464,972,199,1,0
n09246464,972,421,3,1
n09246464,972,1140,2,1
n09246464,972,1267,5,0
n09246464,972,1960,4,0
n09256479,973,214,5,0
n09256479,973,787,4,0
n09256479,973,981,1,0
n09256479,973,1753,2,1
n09256479,973,2011,3,0
n09288635,974,223,4,1
n09288635,974,261,3,0
n09288635,974,297,2,0
n09288635,974,548,5,0
n09288635,974,579,1,0
n09332890,975,76,3,1
n09332890,975,421,1,0
n09332890,975,516,2,1
n09332890,975,1239,4,0
n09332890,975,1959,5,0
n09399592,976,76,2,0
n09399592,976,199,4,0
n09399592,976,421,1,1
n09399592,976,1140,3,0
n09399592,976,1239,5,0
n09421951,977,214,2,1
n09421951,977,421,1,1
n09421951,977,491,3,1
n09421951,977,575,4,0
n09421951,977,961,5,1
n09428293,978,76,3,1
n09428293,978,214,2,0
n09428293,978,421,1,0
n09428293,978,491,4,1
n09428293,978,1239,5,0
n09468604,979,199,2,0
n09468604,979,389,5,0
n09468604,979,914,4,0
n09468604,979,1239,3,0
n09468604,979,1545,1,0
n09472597,980,389,5,0
n09472597,980,554,3,0
n09472597,980,1239,4,1
n09472597,980,1368,2,0
n09472597,980,1545,1,0
n09835506,981,352,1,1
n09835506,981,1018,4,1
n09835506,981,1050,3,1
n09835506,981,1888,2,1
n09835506,981,1958,5,1
n10148035,982,1108,4,1
n10148035,982,1125,5,1
n10148035,982,1242,3,0
n10148035,982,1266,2,1
n10148035,982,1807,1,0
n10565667,983,491,3,1
n10565667,983,564,2,0
n10565667,983,981,1,1
n10565667,983,1174,5,1
n10565667,983,1697,4,1
n11879895,984,337,5,0
n11879895,984,595,4,0
n11879895,984,1015,1,0
n11879895,984,1864,2,0
n11879895,984,1979,3,0
n11939491,985,120,5,0
n11939491,985,298,2,0
n11939491,985,595,1,0
n11939491,985,859,3,0
n11939491,985,1105,4,0
n12057211,986,520,1,0
n12057211,986,711,3,0
n12057211,986,962,4,0
n12057211,986,1152,2,0
n12057211,986,1217,5,0
n12144580,987,510,1,0
n12144580,987,706,3,0
n12144580,987,1250,4,0
n12144580,987,1374,2,0
n12144580,987,1870,5,0
n12267677,988,563,1,1
n12267677,988,732,5,0
n12267677,988,1120,4,1
n12267677,988,1390,3,1
n12267677,988,1787,2,0
n12620546,989,68,5,0
n12620546,989,233,3,0
n12620546,989,693,1,0
n12620546,989,1667,2,0
n12620546,989,1891,4,0
n12768682,990,8,2,0
n12768682,990,68,5,0
n12768682,990,693,1,0
n12768682,990,1221,3,0
n12768682,990,1787,4,0
n12985857,991,248,1,0
n12985857,991,1051,5,0
n12985857,991,1475,4,1
n12985857,991,1846,3,0
n12985857,991,1917,2,0
n12998815,992,115,2,0
n12998815,992,894,5,0
n12998815,992,1475,3,1
n12998815,992,1944,4,0
n12998815,992,2030,1,0
n13037406,993,115,5,0
n13037406,993,1189,1,0
n13037406,993,1383,4,0
n13037406,993,1475,3,1
n13037406,993,2045,2,0
n13040303,994,28,3,0
n13040303,994,115,1,0
n13040303,994,442,4,1
n13040303,994,886,5,0
n13040303,994,1475,2,0
n13044778,995,492,4,0
n13044778,995,602,3,0
n13044778,995,623,5,1
n13044778,995,859,2,0
n13044778,995,1475,1,1
n13052670,996,256,2,0
n13052670,996,442,4,1
n13052670,996,1373,3,0
n13052670,996,1475,5,1
n13052670,996,1846,1,0
n13054560,997,115,3,0
n13054560,997,1123,4,1
n13054560,997,1475,1,0
n13054560,997,1944,5,0
n13054560,997,2030,2,0
n13133613,998,510,3,0
n13133613,998,706,1,0
n13133613,998,1250,4,0
n13133613,998,1374,2,0
n13133613,998,1870,5,0
n15075141,999,1154,2,0
n15075141,999,1290,4,0
n15075141,999,1412,3,0
n15075141,999,1777,1,0
n15075141,999,1934,5,1
